address,contact,description,image_url,price,title
"Croxted Road, London, SE21",020 8022 7338,A splendid four double bedroom terraced Victorian house in immaculate order.  The property is set on a quiet residential street of Herne Hill just a short walk to the station and Dulwich Village and the lovely Brockwell Park.,https://media.onthemarket.com/properties/9770501/1330619178/image-0-480x320.jpg,"£1,250,000 ",4 bedroom terraced house for sale
"Evenwood Close, Putney, London",020 8115 1413,"Brinkley's of Putney are pleased to bring to the market this stunning, split-level, two bedroom property in central Putney. Comprising two double bedrooms, a large walk-in closet, a large, luxury kitchen with washer/dryer, dishwasher, large fridge-freezer, a generously proportioned living area, ...",https://media.onthemarket.com/properties/9770475/1330618586/image-0-480x320.jpg,"£495,000 ",2 bedroom maisonette for sale
"Heathway, Dagenham",020 8022 6727,"Steps Estate Agents are pleased to offer for sale this refurbished four bedroom mid terraced house located in the Heathway Tube Station area. Benefiting a loft conversion, through lounge, fitted kitchen/diner with a utility room. Additionally the property has first and second floor shower rooms,...",https://media.onthemarket.com/properties/9770464/1330618448/image-0-480x320.jpg,"£425,000 ",4 bedroom terraced house for sale
"York Road, Ilford",020 8022 6604,"Petty Son & Prestwich are delighted to offer this newly refurbished two double bedroom first floor converted apartment situated just 0.4miles from Ilford Station and the eclectic mix of shops, bars and restaurants that Ilford has to offer. The apartment has a PARKING SPACE, GARDEN AREA AND NO...",https://media.onthemarket.com/properties/9770462/1330618437/image-0-480x320.jpg,"£280,000 ",2 bedroom flat for sale
"Redfield Lane, Kenway Village, SW5",020 3641 5507,"Fabulous Freehold For Sale with TEN bedrooms separated into THREE apartments currently enabling you to save over £100,000 in stamp duty via Multiple Dwellings Relief (call for more details on this). (contd...)",https://media.onthemarket.com/properties/9770442/1330618210/image-0-480x320.jpg,"£3,700,000 ",10 bedroom terraced house for sale
"Tolworth,  Surrey,  KT6",020 8115 3761,Chancellors are delighted to offer this 3/4 bedroom family home to the market. An early viewing is highly recommended to avoid disappointment.,https://media.onthemarket.com/properties/9770434/1330618015/image-0-480x320.jpg,"£575,000 ",3 bedroom semi-detached house for sale
"Kensington,  London,  W8",020 8128 9864,"Fantastic, quiet location just a moment from Kensington Church St, this one bedroom maisonette could benefit from renovation",https://media.onthemarket.com/properties/9749673/1330617993/image-0-480x320.jpg,"£525,000 ",1 bedroom flat for sale
"Friern Court,  Friern Barnet Lane,  N20,  N20",020 8115 7550,"A great first time purchase or investment opportunity, situated in the heart of whetstone close to shops and transport",https://media.onthemarket.com/properties/9309962/1318732851/image-0-480x320.jpg,"£375,000 ",3 bedroom flat for sale
"Notting Hill,  London,  W2",020 8128 9864,"Situated in a popular development this split level three bedroom apartment, offering generous and flexible accommodation in a good location.",https://media.onthemarket.com/properties/9196288/1330902909/image-0-480x320.jpg,"£795,000 ",3 bedroom flat for sale
"Gosterwood Street, Deptford",020 8115 9965,"Enjoying a quiet setting in the rapidly gentrifying Evelyn neighbourhood of Deptford, this larger than average, first floor apartment offers spacious accommodation in a secure development with communal gardens. Unlike a lot of similar blocks in the vicinity, Box Tree House is a standalone...",https://media.onthemarket.com/properties/9770380/1330616077/image-0-480x320.jpg,"£265,000 ",1 bedroom apartment for sale
"Stuart Tower, 105 Maida Vale, London, W9",020 8033 4419,"This TWO bedroom RIVER-FACING apartment set on the 8th floor of this purpose-built block offers 538 Sq Ft of MODERN living space boasting wooden flooring, tiled bathroom, a private balcony and ample light throughout. IDEALLY LOCATED just 0.3mi from Maida Vale station for excellent TRANSPORT LINKS.",https://media.onthemarket.com/properties/9770357/1330615100/image-0-480x320.jpg,"£500,000 ",2 bedroom apartment for sale
"Wrexham Road, Bow, London, E3",020 8033 4442,"One Bedroom | Parking Space | 385 sq.ft | Close Proximity to Bow Church DLR and Bow Road StationA one-bedroom apartment with share of freehold in a lovely quiet residential area. Located on the 1st floor, this 385 sq.ft property benefits from a video entry system and off-street PARKING. The...",https://media.onthemarket.com/properties/6110977/1329784708/image-0-480x320.jpg,"£285,000 ",1 bedroom apartment for sale
"Woodland Road, London",020 8022 6682,"Situated in Woodland Road, North Chingford is this three bedroom mid terraced period property.  Being in need of complete refurbishment this spacious property would appeal to buyers looking for a major development project. The accommodation includes two large receptions, kitchen, three bedrooms...",https://media.onthemarket.com/properties/9770354/1330614508/image-0-480x320.jpg,"£525,000 ",3 bedroom terraced house for sale
"1 bedroom Apartment at The Reach, Thames Reach, Thamesmead SE28",020 8128 4955,The Reach is a flagship collection of modern Shared ownership homes in West Thamesmead.,,"£69,375 ",1 bedroom apartment for sale
"Woodland Road, London",020 8022 6682,"Situated in Woodland Road, North Chingford is this three bedroom mid terraced period property.  Being in need of complete refurbishment this spacious property would appeal to buyers looking for a major development project. The accommodation includes two large receptions, kitchen, three bedrooms...",https://media.onthemarket.com/properties/9770354/1330614508/image-0-480x320.jpg,"£525,000 ",3 bedroom terraced house for sale
"Arkley,  Herfordshire,  EN5",020 3544 1638,Set in mature communal grounds this recently built and well-maintained apartment offers living accommodation with a balcony.,https://media.onthemarket.com/properties/9207674/1325715111/image-0-480x320.jpg,"£550,000 ",2 bedroom flat for sale
"Brookbank Road, SE13",020 8022 6771,"Beautifully presented 3-bedroom, 2 bathroom, Victorian end of terrace house, with South facing garden, offering ample living space and is ideally placed for Ladywell or Lewisham stations. No chain.",https://media.onthemarket.com/properties/9770350/1330614304/image-0-480x320.jpg,"£700,000 ",3 bedroom terraced house for sale
"Hooper Street, Aldgate, London, E1",020 8033 4939,"We are delighted to offer this spacious two Bedroom maisonette in exclusive gated development with extensive communal grounds and guest parking, ideally located in the heart of Aldgate only a short walk from Aldgate East station with a variety of bars and restaurants and Sainsbury’s local. The...",https://media.onthemarket.com/properties/9552357/1324599174/image-0-480x320.jpg,"£650,000 ",2 bedroom apartment for sale
"Eversleigh Road,  New Barnet,  EN5",020 3544 1638,This bungalow is situated in the highly sought after Lyonsdown area and is within close proximity to local amenities and public transport links,https://media.onthemarket.com/properties/9597858/1325716295/image-0-480x320.jpg,"£580,000 ",4 bedroom semi-detached bungalow for sale
"Eastcote Road, Harrow",020 8115 3184,This unique two bedroom bungalow is offered with no upper chain and boasts two double bedrooms. With a rear garden space and a separate courtyard off of the main reception the property is freehold and is set within a three minute walk of South Harrow Underground Station. The Lounge is open plan...,https://media.onthemarket.com/properties/9476282/1330613648/image-0-480x320.jpg,"£275,000 ",2 bedroom semi-detached bungalow for sale
Envoy House,01582 955681,"Are you looking for an Elite apartment with an enormous amount of entertainment space?This stunning 2 bedroom, 8th floor apartment is situated within the popular development of Beaufort Park in Colindale.The spacious open plan kitchen/reception room is finished with Elite Specification including...",https://media.onthemarket.com/properties/9770312/1330613346/image-0-480x320.jpg,"£550,000 ",2 bedroom apartment for sale
"Edgware,  London,  HA8",020 8128 0622,Original three bedroom semi detached home in a sought after location. This property comprises a separate kitchen and detached garage,https://media.onthemarket.com/properties/9420064/1322519280/image-0-480x320.jpg,"£600,000 ",3 bedroom semi-detached house for sale
"Harrow,  Middlesex,  HA1",020 8128 0622,Presented in good condition throughout is this one double bedroom retirement home. Located within good position and access direct to patio area.,https://media.onthemarket.com/properties/9597884/1326889815/image-0-480x320.jpg,"£180,000 ",1 bedroom retirement property for sale
"The Wembley, HA9",020 8033 5239,"1 Bedroom | 1 Bathroom | 579 sq.ft* of internal space | private balcony | Wembley location | many amenities closeby | excellent transport linksPresenting this 1 BEDROOM 1 BATHROOM located in Wembley, North West London. This apartment has 579 sq.ft of internal space and has a PRIVATE BALCONY....",https://media.onthemarket.com/properties/9770295/1330613107/image-0-480x320.jpg,"£429,000 ",1 bedroom flat for sale
"Waterside, Earlsfield, SW18",020 8033 5239,2 Bedroom | 2 Bathroom | Upper floor location | 890 sq.ft* | 2 balconies | video entry system |  underfloor heating | Hyperoptic broadband | fully fitted kitchen & appliances | excellent riverside location Pesenting a spacious 2 bedroom 2 bathroom apartment located in Earlsfield London. The...,https://media.onthemarket.com/properties/9675061/1329486411/image-0-480x320.jpg,"£650,000 ",2 bedroom flat for sale
"Eight Casson Square, London, SE1",020 8033 5239,Last 3 Bed Available From Developer | Prime London Eye & River Views From 21st Floor | Asking Just £1865 per sq ft | 3 Bedroom  | 1240 sq. ft. | 3 Bathroom  | South West | Stunning River Views  | Secure Underground Parking Available  | Additional Winter Garden | 24h Concierge Service | 18000 sq....,https://media.onthemarket.com/properties/9633802/1326509802/image-0-480x320.jpg,"£2,200,000 ",3 bedroom flat for sale
